finding_id,priority,certainty,review_area,title,path,start_line,end_line,evidence,reproduction,recommendation,status,reviewer,verified_by
B055-003,P3,proven,error_handling,Synonym response parser stops at the first malformed candidate,tests/unit/services/prompts/test_synonym_response_parser.py,76,84,Candidate selection stops on the first object containing synoniemen before validating that value as a list.,Return a malformed first candidate followed by a valid object; the parser returns an empty list.,Scan all candidate objects and stop only after a complete valid schema is found.,verified,codex-root,codex-galileo
B055-004,P3,proven,functionality,Synonym prompt truncates context before removing blanks,tests/unit/services/prompts/test_synonym_research_prompt.py,1,454,Context is sliced to twenty entries before whitespace normalization and filtering.,Supply twenty whitespace entries followed by Awb; Awb is absent from the built prompt.,Normalize and remove blank entries before applying item and token limits.,verified,codex-root,codex-galileo
B055-005,P3,proven,test_quality,Chunking tests contain vacuous and partial assertions,tests/unit/services/rag/test_chunking_strategies.py,45,265,"Abbreviation coverage can pass on unrelated overlap, minimum-size checks only one chunk and overlap checks are conditional.","Produce chunks [9, 232] or a single chunk; the minimum and conditional overlap tests still pass.","Assert exact abbreviation content, every non-exempt chunk and a guaranteed multi-chunk fixture.",verified,codex-root,codex-galileo
B056-001,P2,proven,data_integrity,Legacy collections accept incompatible embedding dimensions,tests/unit/services/rag/test_embedding_store.py,499,519,The test codifies dimension-free legacy writes; a 999-dimensional stored vector later crashes a 3072-dimensional search.,"Create a collection with NULL metadata, store 999 dimensions and search with 3072; storage succeeds and NumPy raises a dimension mismatch.","Backfill or atomically infer legacy dimensions and validate every write, query and stored blob before matrix construction.",verified,codex-hypatia,codex-kierkegaard
B056-002,P3,proven,test_quality,Embedding truncation tests do not inspect provider input,tests/unit/services/rag/test_embedding_service.py,73,83,"The tests assert only a warning, so a truncator that logs but returns all 120000 characters still passes.",Patch truncation to warn and return the original text; the existing assertions pass while the API mock receives the oversized input.,"Assert the exact provider input and token limit for single and batch requests, plus byte-identical short input.",verified,codex-hypatia,codex-kierkegaard
B057-001,P2,proven,functionality,Legal structure tests normalize missing common Dutch statute names,tests/unit/services/rag/test_legal_structure_recognizer.py,133,172,"The recognizer returns no statute for Algemene wet bestuursrecht, Gemeentewet and Wet politiegegevens, so active chunk provenance is empty.",Run title detection for those three statute names; each returns None while Wetboek van Strafrecht succeeds.,Recognize suffix-style Dutch statute titles and scan bounded header lines instead of relying on the narrow current grammar.,verified,codex-hypatia,codex-kierkegaard
B057-002,P3,proven,schema,Metadata schema registry omits the supported api source type,tests/unit/services/rag/test_metadata_schemas.py,73,108,"BRON_TYPES contains api but the schema registry has no api model, so invalid fields pass through without the promised validation.",Validate api metadata with pagina_nummer='veertien'; the payload is returned unchanged.,Provide a strict schema for every declared source type and gate registry set equality; document explicit free-form variants separately.,verified,codex-hypatia,codex-kierkegaard
B058-001,P2,proven,data_integrity,Failed RAG ingest leaves the already saved upload orphaned,tests/unit/services/rag/test_rag_service.py,203,243,The rollback test verifies only database rows although the UI stores the upload before ingest and rollback never removes that file.,"Save a temporary upload, make embedding fail and ingest it; the document row is removed but the upload still exists.",Use owned staging files and compensating cleanup on every failed ingest without deleting pre-existing or shared paths.,verified,codex-hypatia,codex-kierkegaard
B058-002,P2,proven,error_handling,RAG deletion reports success after file cleanup fails,tests/unit/services/rag/test_rag_management_service.py,216,295,"Tests cover successful unlink only; production commits the DB delete, swallows OSError and the UI unconditionally reports success.","Raise PermissionError from unlink; deletion returns True, the database row is gone and the file remains.","Return a structured complete or partial outcome and add ownership-aware trash, retry or reconciliation with visible UI feedback.",verified,codex-hypatia,codex-kierkegaard
B058-003,P3,proven,audit,Category service drops the supplied audit reason,tests/unit/services/test_category_service_v2.py,38,60,The test passes a reason but never asserts it; the active service forwards only category and actor and history receives a generic field-change reason.,Update a category with reason 'juridische correctie' and capture the repository call; the reason is absent.,Persist actor and reason atomically in the category command and assert both in the service test.,verified,codex-hypatia,codex-kierkegaard
B059-001,P2,proven,configuration,Cleaning feature flags are stored but ignored,tests/unit/services/test_cleaning_service.py,31,42,Tests check only stored config values; cleaning still changes text and records rules when enable_cleaning and track_changes are false.,Construct disabled cleaning config with a fake cleaner; cleaned_text changes and was_cleaned remains true.,Return unchanged text when cleaning is disabled and condition change metadata on track_changes; add behavioral flag tests.,verified,codex-galileo,codex-hypatia
B059-002,P2,proven,data_integrity,Context conversion silently turns JSON objects into key lists,tests/unit/services/test_context_field_conversion.py,70,77,The malformed-context test accepts any list; production list(json.loads(value)) converts an object to keys and discards values.,"Load {""OM"":true,""DJI"":false}; the repository returns ['OM','DJI'] as valid context.","Accept only JSON arrays of strings and quarantine or report objects, scalars and invalid elements with exact regression assertions.",verified,codex-galileo,codex-hypatia
